Date,Albuquerque,Baltimore,Boston,Charlotte,Chicago,Dallas,Detroit,Las Vegas,Los Angeles,Miami,New Orleans,New York,Philadelphia,Phoenix,Portland,San Diego,San Francisco,San Juan,Seattle,St Louis,Tampa
19890321,1.95,6.1,4.45,11.95,-2.2,5.25,-3.35,14.15,21.1,24.45,18.9,5.0,5.3,20.55,8.9,18.9,14.45,24.45,7.2,2.25,23.05
19890322,9.15,3.3,0.0,5.85,0.0,7.2,-2.5,16.1,16.4,24.45,10.55,2.2,2.5,21.65,8.3,16.95,12.75,24.7,6.7,3.85,23.85
19890323,13.3,3.3,3.6,3.9,5.0,11.1,2.2,19.45,16.1,25.3,12.5,2.25,4.2,22.5,8.35,15.25,12.25,25.0,7.5,8.6,23.05
19890324,13.3,3.9,2.8,10.3,8.9,17.5,6.35,20.0,14.75,25.55,15.55,4.2,3.9,22.2,9.75,15.8,14.45,24.7,7.5,14.2,20.25
19890325,12.5,10.25,7.25,15.0,9.45,18.9,11.4,15.0,13.6,24.15,18.05,9.7,10.0,21.65,9.15,14.45,11.65,24.45,8.05,17.2,20.0
19890326,11.9,13.35,9.7,18.85,12.75,20.55,7.5,12.2,12.75,23.3,21.4,11.65,12.75,12.75,8.35,13.65,10.25,24.7,8.1,20.3,21.1
19890327,10.0,13.6,10.25,19.75,19.45,22.8,15.0,14.75,13.6,24.75,21.65,8.05,12.5,15.55,9.75,14.2,13.9,24.45,7.8,20.8,22.5
19890328,11.15,21.9,18.6,20.85,16.1,18.6,17.75,19.45,14.45,25.85,24.15,15.55,18.9,19.75,8.6,15.55,14.45,24.45,7.5,19.2,25.0
19890329,14.45,21.95,14.45,22.8,6.4,18.9,6.95,20.85,16.1,26.1,21.4,17.2,18.35,21.95,8.6,16.1,13.05,24.2,7.8,14.15,24.7
19890330,14.45,14.15,3.9,21.1,5.55,16.1,5.6,19.45,15.8,26.95,21.4,7.5,8.9,23.9,6.35,17.5,12.2,24.15,6.95,8.6,24.7
19890331,12.5,9.45,2.5,16.65,1.7,13.05,1.35,21.4,18.05,26.1,18.05,5.55,7.5,25.55,8.9,18.85,13.35,24.45,7.5,5.8,23.6
19890401,15.0,5.25,5.3,10.0,2.2,15.3,3.9,20.55,16.4,23.6,15.3,6.65,5.8,25.0,9.15,18.05,13.05,24.7,6.95,9.45,18.05
19890402,14.75,5.55,7.25,12.5,7.8,23.9,7.75,21.1,16.65,21.95,17.2,5.8,5.8,24.45,6.95,17.5,14.7,25.25,5.25,11.65,18.9
19890403,18.35,14.7,7.25,16.4,8.35,26.95,8.9,23.35,18.85,25.0,23.35,7.8,13.05,25.55,6.7,18.35,13.6,26.1,7.5,10.55,22.5
19890404,15.55,19.15,8.05,20.25,10.6,16.95,11.95,23.6,25.8,25.55,23.35,8.9,16.65,26.95,9.75,23.6,17.2,25.0,7.8,9.15,24.15
19890405,13.3,15.6,10.3,15.8,4.75,16.4,6.1,22.2,28.05,24.15,18.05,13.9,16.95,28.35,14.45,26.1,20.85,25.25,10.3,8.05,23.9
19890406,16.65,8.9,9.15,11.7,5.55,19.7,5.0,24.15,30.0,23.85,15.55,9.45,8.35,29.15,15.55,27.5,22.8,25.25,11.1,7.25,16.4
19890407,18.3,6.1,9.4,9.15,4.2,18.65,3.85,25.85,26.65,22.5,20.0,7.5,7.5,30.3,15.0,25.85,23.35,25.85,11.1,7.25,17.2
19890408,17.5,5.85,4.75,6.1,3.6,16.95,4.15,26.4,23.6,22.25,23.3,7.5,7.5,30.55,12.5,21.4,23.85,26.7,9.45,5.85,19.45
19890409,15.3,8.85,5.0,10.85,-1.95,11.4,-0.8,25.85,18.9,23.3,16.1,8.35,9.45,30.0,13.35,17.5,22.75,26.1,13.35,4.45,22.25
19890410,5.55,5.8,5.6,7.5,-1.7,8.05,-1.7,25.25,17.5,26.15,10.0,6.95,6.95,29.75,15.85,18.35,13.65,23.9,15.55,3.35,22.8
19890411,12.5,5.85,5.0,7.75,2.75,7.5,0.85,24.2,16.4,26.4,9.7,5.85,6.4,29.2,14.75,16.65,15.3,25.55,12.5,6.4,16.95
19890412,14.7,6.1,5.55,8.05,4.75,11.95,3.05,21.65,16.65,23.85,11.35,5.6,7.5,26.95,16.1,16.7,15.0,25.85,12.75,11.65,19.15
19890413,12.8,7.8,5.85,11.95,5.0,10.85,3.9,21.1,17.5,26.4,17.5,6.65,8.35,27.5,17.25,17.8,15.85,25.85,14.45,9.7,21.95
19890414,14.4,7.2,5.55,14.2,11.4,12.25,8.6,23.05,16.65,25.85,17.8,7.8,8.9,27.5,17.5,18.9,15.55,25.55,15.3,15.25,23.05
19890415,16.7,10.0,7.25,14.45,9.75,14.7,10.0,25.55,16.9,27.25,19.45,8.05,9.75,27.2,12.8,17.8,13.65,25.25,10.0,13.05,23.35
19890416,18.9,11.1,5.25,16.95,14.2,20.3,11.1,25.85,16.1,26.95,18.35,9.7,10.3,28.05,11.1,18.35,15.3,26.4,8.6,17.8,24.7
19890417,19.15,13.9,9.7,17.5,8.9,21.95,10.85,28.35,16.4,24.7,19.15,12.25,13.35,28.35,14.75,18.05,15.85,25.8,11.65,18.05,24.7
19890418,20.8,18.65,8.3,21.35,4.15,23.6,3.65,26.7,17.5,25.55,21.7,16.1,18.6,29.2,15.0,18.35,16.1,25.55,13.05,11.4,25.25
19890419,20.55,11.95,6.95,20.8,6.65,19.45,7.2,26.65,17.8,26.4,22.75,11.95,12.25,30.25,17.5,18.1,17.2,26.1,15.25,12.8,23.85
19890420,21.1,11.65,9.7,14.75,11.95,19.2,10.0,27.8,17.5,25.6,21.4,12.25,11.35,31.4,12.8,18.65,15.6,25.0,12.2,14.45,23.6
19890421,21.15,11.95,8.35,16.4,11.65,22.5,10.55,27.5,17.25,24.45,20.8,13.05,13.6,31.1,11.7,18.35,13.9,27.5,10.85,19.2,21.95
19890422,21.95,12.5,5.3,18.35,11.1,24.15,7.2,23.9,16.4,23.35,20.25,8.05,10.0,28.3,10.3,17.5,13.85,28.05,10.6,21.9,21.35
19890423,18.85,8.35,5.0,18.05,10.6,23.6,4.15,19.45,15.0,23.85,21.1,8.35,8.05,25.3,12.2,16.9,12.5,28.6,10.85,20.85,21.9
19890424,18.85,11.4,8.35,17.8,13.35,23.3,7.8,15.85,13.9,25.0,21.35,10.8,9.7,22.5,13.6,15.8,10.0,27.25,12.25,23.6,23.35
19890425,16.95,15.0,10.85,22.5,16.7,24.45,12.2,14.45,13.05,25.6,22.5,13.6,13.35,21.1,13.85,14.7,12.5,25.8,13.3,27.8,23.65
19890426,16.95,17.5,10.0,24.2,14.7,25.85,15.3,15.25,13.6,27.25,23.1,13.6,16.65,18.6,10.85,15.25,12.8,26.7,12.5,26.4,23.35
19890427,12.5,16.65,12.8,25.25,11.65,24.4,13.3,15.55,14.45,26.1,22.2,15.0,16.9,19.45,11.95,15.0,14.75,25.85,11.95,26.1,23.35
19890428,11.4,15.55,10.85,22.2,9.7,26.65,8.65,16.95,16.4,26.4,25.0,12.2,15.0,21.1,13.05,16.95,15.55,26.65,14.7,23.9,24.15
19890429,13.9,13.05,10.85,21.95,13.6,21.7,9.75,18.35,17.25,26.95,23.35,11.65,14.15,22.5,15.3,17.8,16.15,25.55,17.5,17.25,25.0
19890430,15.55,19.15,8.65,24.15,10.25,20.55,11.1,21.1,16.4,24.2,21.1,15.0,16.95,25.0,18.3,18.05,15.55,26.4,18.3,13.05,25.55
19890501,15.3,15.55,9.45,20.3,8.85,19.4,10.25,24.2,15.25,28.05,23.6,11.1,13.9,26.65,14.75,17.2,15.85,26.7,13.35,12.25,26.4
19890502,18.9,15.0,12.75,18.3,7.2,18.35,9.45,25.55,17.5,26.95,20.8,14.45,14.75,27.25,14.7,18.35,16.65,25.8,13.6,10.0,22.8
19890503,20.55,13.3,12.5,15.3,11.9,18.85,8.6,27.2,18.05,26.1,21.15,13.6,12.5,28.35,16.1,17.5,18.35,26.1,14.7,13.05,22.5
19890504,20.0,12.2,15.25,16.4,12.75,21.4,10.8,27.8,18.3,26.65,21.7,13.35,12.8,29.2,20.55,17.8,18.6,25.3,17.2,16.15,24.75
19890505,19.4,14.75,12.75,18.3,8.9,20.3,14.15,29.45,18.05,27.5,21.95,11.95,14.45,30.85,19.7,17.8,18.35,25.55,19.15,13.6,26.4
19890506,20.25,16.1,15.8,17.25,2.5,19.45,6.1,27.8,18.35,27.2,22.5,16.15,16.95,31.4,18.9,17.8,19.75,26.1,18.3,7.8,26.1
19890507,21.65,8.6,14.45,10.0,6.1,20.55,5.3,29.75,16.65,27.2,21.65,11.1,10.3,32.2,18.85,18.65,16.65,24.75,17.5,11.65,22.5
19890508,21.65,11.4,10.8,11.4,10.55,25.0,9.75,31.1,17.5,23.35,23.05,9.75,11.1,33.85,17.5,18.65,15.85,25.3,14.15,14.45,22.2
19890509,21.1,13.35,10.55,13.6,10.0,22.2,12.2,27.25,19.45,25.55,25.3,11.1,14.45,33.9,13.05,18.35,13.05,25.25,11.95,13.35,22.5
19890510,20.8,10.8,10.0,15.6,10.0,18.85,11.7,20.55,15.55,26.1,20.55,10.0,10.3,27.5,13.05,16.65,13.9,26.15,10.85,13.9,25.55
19890511,20.85,11.65,9.15,12.5,8.9,19.15,9.75,13.6,14.7,27.5,21.15,10.25,10.0,21.15,11.7,15.8,13.9,27.2,10.0,13.65,20.85
19890512,15.55,11.95,14.4,13.65,10.25,16.1,9.15,16.1,15.25,24.45,20.55,12.2,12.25,22.5,12.2,16.4,13.9,26.95,12.5,15.25,20.3
19890513,15.25,11.95,12.5,14.45,11.1,19.45,10.55,18.05,15.55,24.45,20.85,13.35,13.35,23.9,13.9,16.7,14.15,28.05,12.8,17.8,22.25
19890514,18.05,16.65,14.45,19.45,13.05,20.3,12.5,16.1,16.1,27.5,24.45,13.6,16.1,23.9,16.95,16.35,15.55,27.75,15.8,16.4,23.65
19890515,16.15,16.95,15.3,20.85,13.6,25.0,12.5,18.9,16.65,27.25,23.6,15.8,18.3,23.6,17.5,15.85,16.1,28.6,16.9,17.5,25.55
19890516,15.85,14.45,10.55,17.25,15.0,20.55,15.55,21.4,16.1,28.35,25.3,14.2,16.1,21.7,16.1,17.8,16.4,28.6,14.75,21.1,25.85
19890517,13.9,20.55,14.75,19.2,16.95,23.35,16.95,23.9,16.9,28.3,25.85,19.15,18.9,23.9,12.75,16.95,14.15,28.6,8.65,21.4,27.5
19890518,18.35,20.3,16.95,22.2,20.0,25.25,17.5,26.65,17.2,29.45,25.6,18.3,22.8,28.05,10.85,18.35,13.9,28.3,10.0,22.75,27.75
19890519,21.7,20.85,13.9,21.4,18.65,27.8,17.75,24.45,16.4,26.9,26.4,17.25,20.85,29.45,11.95,18.9,17.2,28.6,11.65,22.8,27.75
19890520,21.4,21.1,19.15,20.55,17.8,27.5,17.8,26.1,18.05,26.15,26.95,16.95,20.55,30.0,13.65,18.35,12.8,28.6,13.05,22.25,26.7
19890521,23.85,20.85,20.55,23.1,18.35,26.1,16.65,29.75,17.2,26.95,24.7,19.2,22.5,31.1,12.75,18.6,13.9,29.45,11.15,20.55,26.95
19890522,22.2,20.0,20.85,24.45,17.2,26.65,17.5,28.9,16.4,27.2,26.15,20.55,20.8,31.4,14.15,18.05,14.4,28.85,12.8,17.2,27.2
19890523,23.9,17.75,20.0,22.8,20.55,27.5,16.7,28.05,16.65,28.05,27.5,18.85,18.3,31.95,10.85,18.6,14.75,27.5,11.15,20.0,26.4
19890524,25.0,17.8,13.65,21.35,24.15,27.75,17.75,23.9,16.4,28.6,27.5,15.85,18.35,30.85,11.7,17.8,15.0,27.2,11.95,24.15,27.5
19890525,21.4,19.2,16.95,23.9,19.4,28.6,20.8,23.05,16.9,28.35,28.35,18.85,19.45,28.35,13.05,18.05,15.0,26.65,11.95,21.95,28.05
19890526,20.3,23.9,21.15,27.5,16.4,27.5,20.25,24.75,17.2,28.6,28.6,18.6,22.5,30.0,12.8,17.25,14.7,26.1,11.65,20.3,28.1
19890527,23.3,20.55,20.3,25.85,13.35,25.55,14.15,26.4,16.95,28.35,28.35,19.45,20.3,31.65,10.55,17.2,13.65,26.1,11.4,17.8,28.65
19890528,26.65,16.4,16.15,20.55,13.9,26.7,12.25,26.1,18.05,28.05,28.35,17.8,17.2,31.1,11.65,17.2,13.85,25.8,9.75,15.3,29.7
19890529,25.25,17.2,19.15,21.65,19.7,27.2,16.4,22.2,16.4,28.9,27.5,16.95,17.25,28.9,11.95,17.8,13.6,26.1,13.3,24.45,28.3
19890530,23.05,20.8,20.25,23.6,23.05,27.5,24.15,21.15,17.5,27.8,27.8,17.2,21.1,27.8,15.25,17.8,15.85,24.15,14.15,28.6,29.2
19890531,21.4,24.45,16.35,25.55,24.15,28.05,23.05,21.65,16.95,28.05,27.5,22.2,25.0,27.5,17.5,17.2,19.15,25.25,16.7,28.35,29.45
19890601,21.7,26.95,19.75,28.05,20.8,28.35,21.4,23.9,17.2,27.5,27.25,25.85,27.5,28.9,20.85,16.95,21.95,25.0,18.6,26.1,27.8
19890602,23.6,26.4,23.05,28.6,20.0,26.95,20.3,25.0,16.35,28.35,26.1,25.55,26.7,29.75,20.55,17.25,15.0,25.85,19.15,23.6,28.6
19890603,21.4,23.05,23.6,26.7,13.9,26.1,18.85,26.4,16.65,28.9,25.85,22.8,23.85,29.45,20.55,17.5,15.3,25.8,21.95,24.2,27.8
19890604,20.3,24.15,22.75,27.25,17.2,22.8,16.95,25.55,17.5,28.65,26.95,23.3,24.7,30.55,21.95,17.5,17.5,26.4,23.05,21.15,27.2
19890605,21.95,22.5,20.0,25.85,18.9,23.35,16.95,24.7,17.8,28.65,24.2,20.25,22.2,30.85,21.4,18.35,17.5,27.5,20.3,20.85,28.6
19890606,22.25,22.5,15.55,22.8,21.9,23.9,18.9,26.95,16.65,26.95,24.7,20.25,22.8,30.0,16.95,18.35,15.85,27.8,16.4,22.5,25.0
19890607,21.15,19.15,14.15,25.0,22.25,23.3,21.95,28.35,16.1,27.2,25.3,18.3,22.2,31.1,16.65,17.8,14.15,26.95,16.4,23.05,27.5
19890608,22.2,21.7,15.55,23.9,22.75,22.75,22.5,28.1,17.5,28.6,26.7,21.1,22.25,31.1,17.2,16.65,13.65,26.95,15.3,23.35,28.05
19890609,22.2,22.8,14.15,25.0,16.1,23.05,20.55,30.55,17.5,29.7,25.0,18.9,22.25,30.8,15.25,16.95,13.9,26.95,13.6,19.45,29.2
19890610,22.75,21.7,17.5,24.75,15.0,25.55,16.4,29.45,18.1,29.2,27.2,21.4,23.05,31.35,17.8,16.95,14.2,27.5,15.85,20.8,30.0
19890611,23.9,19.45,19.45,23.6,15.55,26.4,15.55,29.75,17.5,28.9,28.05,21.4,20.0,32.5,20.55,18.05,13.65,28.05,19.75,23.05,28.6
19890612,23.6,18.6,21.65,26.1,18.6,24.15,16.65,28.35,16.95,29.2,28.6,20.85,20.3,32.2,15.0,18.9,14.15,28.05,16.7,23.6,29.15
19890613,20.85,23.35,16.1,26.1,19.7,22.25,16.95,31.35,17.2,29.15,27.75,20.3,24.15,34.45,19.15,18.1,16.1,27.8,18.05,22.25,28.05
19890614,21.1,21.95,15.55,26.95,18.05,23.3,18.9,33.35,18.9,29.75,25.85,15.85,18.35,35.85,15.0,19.2,16.95,28.05,16.65,20.85,30.0
19890615,23.65,24.45,13.9,25.85,12.8,20.3,17.8,35.55,18.35,29.7,25.0,16.95,22.25,36.1,15.55,18.05,18.05,28.1,15.0,17.2,28.6
19890616,27.25,24.45,13.6,21.65,16.4,20.0,15.0,33.05,18.35,29.7,23.6,21.65,25.3,36.4,15.25,18.9,16.95,27.25,15.3,17.25,29.15
19890617,26.65,22.25,21.1,24.15,18.35,24.75,16.65,31.4,18.9,28.9,23.9,22.2,23.6,36.65,16.1,19.45,16.65,25.8,14.4,20.0,29.15
19890618,29.15,22.5,23.05,23.9,22.25,26.95,20.0,34.7,18.6,28.35,28.3,21.4,23.05,36.65,17.5,19.15,16.95,26.1,15.55,22.5,28.05
19890619,30.25,23.35,21.4,26.4,21.65,29.2,20.85,34.45,21.4,27.5,25.55,23.6,23.9,35.8,15.0,22.8,15.85,26.95,13.9,24.45,27.25
19890620,28.65,23.05,21.15,23.6,20.6,28.65,20.55,34.7,21.1,29.15,26.7,21.65,24.75,36.9,15.3,22.8,17.8,26.95,14.7,25.85,27.5
19890621,27.2,24.15,21.15,25.0,20.85,28.05,19.75,28.05,21.1,28.65,26.95,22.5,26.1,36.4,16.35,19.7,23.05,26.4,15.0,27.25,28.35
19890622,18.9,24.15,24.7,24.15,26.4,28.6,21.95,26.4,18.35,26.1,25.55,23.65,26.7,33.05,19.15,18.9,25.85,26.95,18.35,28.6,27.75
19890623,22.5,24.75,23.6,26.15,26.15,26.95,24.7,31.1,20.0,28.05,25.25,24.15,25.55,33.05,22.5,18.35,18.9,27.5,21.65,28.6,26.95
19890624,23.9,24.75,17.8,26.95,22.2,27.25,25.55,28.9,20.0,25.3,26.7,21.95,24.7,32.2,23.9,20.0,19.2,27.5,23.6,27.8,26.1
19890625,24.45,25.0,18.6,27.2,23.05,27.8,24.15,29.15,20.0,26.1,26.1,21.4,25.25,32.8,23.65,20.55,17.5,28.6,20.85,28.9,27.25
19890626,25.55,27.25,23.35,27.2,25.55,26.95,26.4,29.2,18.65,26.95,26.95,25.25,25.8,33.05,16.4,19.45,16.1,28.9,16.65,27.75,28.3
19890627,24.7,28.05,28.35,27.5,21.15,26.7,22.8,29.45,18.9,26.95,27.8,26.95,29.15,34.45,15.0,20.3,15.8,29.15,15.55,25.0,28.05
19890628,27.5,24.15,23.9,27.8,17.8,26.7,18.9,30.25,18.35,26.4,26.95,24.45,23.6,35.85,16.4,20.0,16.4,28.9,15.3,26.95,28.35
19890629,28.35,20.25,21.1,27.5,15.85,26.95,15.3,29.45,17.75,27.5,28.05,21.65,21.1,36.4,15.0,19.45,19.15,27.8,15.55,24.15,26.65
19890630,28.35,21.4,21.7,24.45,18.85,26.7,17.5,29.45,20.6,28.05,26.95,21.4,20.55,36.65,15.3,19.45,17.2,27.8,16.7,25.85,26.1
19890701,26.95,20.85,20.0,24.15,22.25,28.65,20.25,31.95,19.7,27.5,27.25,21.7,22.5,35.8,14.45,20.0,15.55,27.75,14.45,24.75,28.3
19890702,27.5,23.35,25.55,23.85,23.1,27.8,23.3,31.4,19.45,27.25,28.65,24.15,24.45,36.35,16.4,19.7,16.65,27.2,15.85,24.2,27.5
19890703,31.1,24.15,20.85,25.55,22.8,27.25,23.6,31.95,20.85,26.95,26.65,25.0,25.6,36.95,18.6,20.0,16.65,27.8,15.85,22.5,28.6
19890704,30.0,24.2,19.45,25.0,24.15,28.6,24.45,35.55,22.8,28.05,24.75,23.05,25.3,38.05,17.2,22.5,16.65,27.5,15.55,26.1,29.15
19890705,28.9,23.9,20.85,26.15,23.65,29.15,24.4,34.2,23.05,26.4,26.4,21.35,22.5,38.1,18.35,20.0,18.35,25.55,16.95,26.7,28.6
19890706,26.95,24.7,20.55,26.15,25.85,29.15,25.3,35.25,21.95,26.95,26.7,23.05,24.45,38.05,20.0,19.45,20.0,26.7,19.2,28.85,27.5
19890707,26.95,27.2,27.8,26.7,25.3,26.95,25.25,36.7,21.4,27.8,27.8,26.1,27.5,38.9,20.0,20.85,17.5,26.35,17.5,29.45,28.05
19890708,27.25,24.15,19.75,27.5,23.9,28.05,22.5,38.9,20.8,28.05,28.05,24.75,23.9,38.05,15.25,20.8,17.75,27.8,16.65,30.55,29.4
19890709,26.9,24.15,21.95,28.6,28.9,28.85,25.55,35.55,20.3,28.35,27.8,22.75,24.45,35.3,16.1,21.1,17.25,27.8,17.8,30.3,30.3
19890710,26.1,26.95,22.25,28.05,30.55,29.7,28.6,33.6,21.95,29.75,28.05,27.5,27.5,34.45,17.5,20.85,17.5,27.5,17.25,31.4,28.85
19890711,26.95,29.7,24.75,29.45,25.0,29.15,25.55,26.95,21.1,29.2,27.5,28.3,29.2,31.95,19.45,20.55,16.4,26.95,19.45,31.4,30.0
19890712,26.65,25.25,23.35,29.4,21.15,30.0,18.6,29.15,19.15,28.6,28.85,23.05,24.45,35.55,22.5,21.4,16.1,26.7,21.65,28.3,28.05
19890713,28.65,20.55,22.5,27.75,20.85,30.0,20.55,32.2,18.9,28.9,28.6,18.9,19.45,36.95,19.45,20.0,17.5,27.5,18.05,26.95,26.95
19890714,27.2,22.5,21.4,27.75,19.7,25.25,19.15,34.2,20.8,29.15,26.35,22.8,22.5,38.35,19.75,21.7,16.4,27.8,19.15,24.15,29.15
19890715,28.05,22.25,21.15,26.4,21.65,28.3,18.9,33.9,22.5,29.75,28.6,22.5,23.05,36.7,18.35,20.3,16.4,29.2,17.25,22.75,28.9
19890716,27.2,20.85,21.65,25.55,21.95,30.25,20.85,33.35,21.4,30.3,29.15,19.45,20.85,36.4,15.55,20.3,17.5,28.05,16.1,25.55,29.2
19890717,26.1,21.95,16.95,22.2,22.25,31.4,21.4,33.05,20.55,28.6,28.9,20.25,22.75,37.2,20.0,20.25,19.45,27.5,19.4,25.0,29.45
19890718,26.95,22.5,21.1,23.05,21.4,31.15,22.8,33.05,20.0,28.35,29.15,20.55,23.05,38.6,22.75,20.85,18.35,27.2,21.4,24.7,28.3
19890719,28.1,22.5,24.45,25.0,20.0,28.05,21.1,37.2,20.25,28.05,29.15,21.95,23.05,39.45,20.85,21.65,18.3,27.8,20.3,22.25,27.5
19890720,27.25,25.25,21.15,25.0,20.0,26.4,18.85,37.75,21.9,29.45,26.1,21.95,25.85,39.45,17.5,21.65,17.25,27.75,16.95,18.9,28.9
19890721,26.65,26.1,18.35,26.15,20.55,25.55,22.5,34.7,22.75,28.9,26.4,20.85,23.35,34.45,18.05,22.5,17.8,28.05,18.05,21.95,28.05
19890722,24.45,27.75,23.05,25.3,23.6,26.65,24.7,36.7,22.25,27.8,26.15,22.2,25.85,33.35,20.0,21.95,20.0,27.75,19.2,23.9,27.5
19890723,22.5,28.85,24.75,27.25,23.3,25.85,25.55,34.75,19.45,29.45,24.45,26.95,28.3,36.4,19.45,22.5,16.95,28.05,18.35,24.7,28.3
19890724,20.85,27.25,24.15,26.95,25.0,25.0,26.65,35.55,19.15,28.9,25.6,26.4,28.05,37.5,19.15,21.4,15.6,28.05,18.35,26.4,28.05
19890725,18.9,28.6,27.5,28.05,26.1,26.7,26.4,35.85,19.75,28.05,24.7,24.7,27.5,37.5,20.8,21.1,15.55,28.05,20.85,26.7,28.05
19890726,20.3,28.35,29.75,27.5,26.7,25.3,25.85,34.15,20.25,28.05,28.05,27.5,28.6,36.1,17.5,21.1,16.1,28.35,17.75,27.8,28.05
19890727,21.65,26.4,28.9,26.95,28.35,26.95,25.0,34.45,21.4,28.3,28.9,25.3,27.8,32.5,18.85,21.65,17.2,28.05,18.05,29.15,27.75
19890728,22.25,25.85,24.45,26.65,19.15,28.65,19.45,31.1,19.45,29.2,28.6,26.4,25.25,31.1,18.9,22.5,15.0,28.65,18.3,30.0,28.35
19890729,23.05,21.95,21.15,27.75,20.8,30.0,19.15,33.1,19.45,29.75,28.35,22.5,21.95,34.15,17.8,22.5,16.4,28.65,18.05,27.25,28.3
19890730,24.45,20.6,22.75,26.4,21.65,30.85,18.9,34.75,20.0,28.35,28.3,23.35,22.8,36.1,18.6,21.95,15.85,28.05,18.85,25.55,28.6
19890731,24.45,19.45,19.45,27.2,21.95,29.45,21.1,35.3,21.15,29.45,25.85,20.55,20.0,36.65,16.95,22.2,16.95,27.5,16.65,26.65,28.6
19890801,21.7,22.8,19.45,25.85,22.75,28.6,22.5,32.8,21.7,30.0,27.5,21.65,22.25,36.4,13.9,21.65,16.95,28.9,16.65,24.4,28.05
19890802,23.6,22.75,21.1,26.1,23.6,26.95,23.3,31.65,21.7,30.85,28.9,22.2,23.3,35.55,17.75,21.4,16.4,28.65,16.15,26.7,28.3
19890803,24.45,25.55,24.45,25.3,26.65,29.4,24.7,32.25,20.25,30.0,28.35,26.15,26.15,35.85,18.6,22.2,18.9,28.05,18.85,29.15,29.15
19890804,25.3,27.2,26.1,26.95,26.7,29.45,25.0,31.95,20.0,29.4,28.85,26.95,28.35,34.75,19.75,22.5,18.3,28.05,19.7,30.55,30.0
19890805,25.55,28.6,27.5,28.9,25.0,30.55,25.6,32.2,19.75,28.9,29.4,29.15,29.75,35.0,21.9,23.35,17.5,28.05,20.3,31.15,28.35
19890806,24.75,28.35,26.95,29.15,16.95,30.0,19.75,34.7,21.35,29.75,29.7,27.2,29.4,36.4,22.8,23.35,16.95,28.6,22.5,24.7,28.9
19890807,23.05,22.5,23.6,26.95,16.65,21.4,14.7,35.3,21.35,29.7,29.15,22.8,22.5,35.85,22.8,22.5,17.5,28.05,22.5,19.7,29.45
19890808,23.3,18.3,20.55,20.55,18.35,21.7,15.55,28.6,19.75,28.05,24.75,19.4,18.9,35.55,21.15,21.1,17.2,27.8,20.55,20.3,30.3
19890809,24.45,18.35,19.7,21.15,21.65,21.95,20.0,26.4,19.7,28.05,23.35,18.6,19.7,35.8,18.05,22.2,16.95,27.5,17.8,22.75,27.75
19890810,25.3,19.45,20.0,21.65,22.5,22.75,21.1,29.45,20.3,28.6,23.9,20.55,21.4,31.95,17.75,23.1,16.1,28.9,17.5,23.35,26.95
19890811,26.65,18.6,18.1,21.95,21.7,23.6,21.95,28.3,19.75,28.05,24.7,18.9,18.9,33.6,18.35,22.5,16.95,27.75,17.5,23.9,26.65
19890812,25.3,20.55,20.55,22.8,21.95,24.7,22.25,31.4,20.3,28.6,25.6,21.7,20.55,35.55,17.75,22.8,17.5,27.8,18.9,24.45,25.85
19890813,25.55,24.75,21.65,24.75,21.35,26.1,20.8,33.65,21.4,28.35,25.3,23.9,25.85,37.5,20.3,23.6,20.0,27.8,19.45,25.55,26.7
19890814,24.75,23.9,25.25,24.15,21.65,24.45,21.95,35.25,19.7,27.75,26.15,23.9,25.0,36.95,19.4,22.8,20.0,27.8,18.05,25.85,27.25
19890815,23.05,23.6,24.45,25.0,20.55,26.4,21.4,34.15,19.7,28.35,26.95,23.65,25.0,34.2,16.7,21.65,18.3,28.3,17.8,25.85,27.25
19890816,25.0,25.85,25.55,26.4,18.9,27.25,19.15,34.2,19.45,30.0,26.4,25.55,26.7,31.95,16.4,21.1,16.7,27.75,16.35,21.1,27.75
19890817,25.25,25.55,21.65,25.85,18.65,27.25,19.45,30.55,19.45,29.45,26.7,25.0,25.85,33.9,20.85,21.1,18.9,26.65,18.6,22.75,28.05
19890818,22.75,21.4,19.45,23.6,19.2,27.5,18.3,28.85,19.7,27.75,26.65,21.35,21.95,33.35,21.4,21.9,18.05,27.5,20.55,23.05,29.15
19890819,22.25,21.1,19.45,23.6,20.0,28.85,19.45,29.7,19.15,27.25,26.95,21.65,22.5,34.45,18.35,21.65,18.35,28.3,17.5,22.8,28.05
19890820,23.05,24.15,23.6,25.85,23.3,29.4,21.1,28.6,19.2,28.05,27.2,23.9,25.0,33.85,18.9,21.1,18.05,26.95,19.45,26.4,26.4
19890821,22.5,25.55,25.85,25.85,23.1,29.4,22.5,27.5,19.7,29.45,27.5,26.65,26.35,32.2,20.25,20.8,19.15,28.65,19.15,24.2,28.6
19890822,21.65,25.3,24.15,27.5,25.55,29.7,22.5,28.3,18.9,28.35,29.75,25.8,25.6,31.9,17.25,20.3,17.5,27.5,16.95,28.3,28.05
19890823,23.05,27.25,24.15,28.05,21.1,30.8,21.4,28.9,19.45,28.9,29.15,27.2,27.5,32.8,17.5,21.35,17.5,28.35,17.8,27.5,29.45
19890824,23.9,23.05,20.55,26.15,21.1,31.4,19.15,26.95,20.0,29.7,28.35,23.05,24.45,32.2,16.4,20.8,20.55,28.05,15.85,24.45,29.15
